"","subject","pain","money","money.per.pain","regret","display","subject_id","FID_mean_abs_error","FID_sd_abs_error","id","session","run"
"14","21",-0.172639117707351,0.0241614639096099,7.14522589993756,37.9399248838601,"regret = 37.9","BC553_ses-v1_run_3_4",20.0169491525424,19.7540842790615,"BC553",1,"3_4"
"15","22",-0.549046230465154,0.0548524370554438,10.0095138874174,42.1676009522112,"regret = 42.2","BC553_ses-v2_run_1_2",15.5666666666667,19.4512573482893,"BC553",2,"1_2"
"16","23",-0.936539609454332,0.0277914376584332,33.6988543365313,38.8041837975309,"regret = 38.8","BC553_ses-v2_run_3_4",18.8166666666667,20.3473995062432,"BC553",2,"3_4"
"17","24",1.41991538740588,0.0982692800594045,-14.4492295715154,43.5825888497533,"regret = 43.6","BD162_ses-v1_run_1_2",12.7166666666667,18.7409563877536,"BD162",1,"1_2"
"18","25",1.3552044968637,0.104675968126752,-12.9466631273253,44.0134164120659,"regret = 44.0","BD162_ses-v1_run_3_4",12.25,19.2482664858907,"BD162",1,"3_4"
"19","26",2.50868467678719,0.0782396607208858,-32.0641047478048,44.0619963738985,"regret = 44.1","BD162_ses-v2_run_1_2",12.0833333333333,19.0603783435395,"BD162",2,"1_2"
"20","27",2.01995074438072,0.0957545071436218,-21.0950983367394,45.0808895608318,"regret = 45.1","BD162_ses-v2_run_3_4",13.7333333333333,21.2114988535893,"BD162",2,"3_4"
"21","28",0.468232976907259,0.0996676386737916,-4.69794391778226,41.5701427654345,"regret = 41.6","BD730_ses-v1_run_1_2",12.1,18.6517595843722,"BD730",1,"1_2"
"22","29",0.798002272068432,0.139711590635688,-5.71178288385037,40.461446801463,"regret = 40.5","BD730_ses-v1_run_3_4",11.2666666666667,18.2848151009748,"BD730",1,"3_4"
"23","3",2.75108441195574,0.088847101213316,-30.964256282831,37.6013084292188,"regret = 37.6","AA374_ses-v2_run_1_2",12.6610169491525,18.828271268175,"AA374",2,"1_2"
"24","30",0.696115345665157,0.0769010401747462,-9.05209271660485,44.2172146889169,"regret = 44.2","BD730_ses-v2_run_1_2",13.5,20.3023752471962,"BD730",2,"1_2"
"25","31",0.0445578653705188,0.0516899535745969,-0.862021771913852,43.7316366301875,"regret = 43.7","BD730_ses-v2_run_3_4",14.2833333333333,21.3057576897529,"BD730",2,"3_4"
"26","32",0.724827450729049,0.0352849679312525,-20.5421031454887,34.5208683318259,"regret = 34.5","BN959_ses-v1_run_1_2",16.7833333333333,21.0004775302176,"BN959",1,"1_2"
"27","33",0.598028042953865,0.0273704660518458,-21.8493920352348,32.402590731707,"regret = 32.4","BN959_ses-v1_run_3_4",17.8666666666667,21.6179983603326,"BN959",1,"3_4"
"28","34",1.54727034935772,0.0609498909846793,-25.3859412110622,36.9423450091634,"regret = 36.9","BN959_ses-v2_run_1_2",14.15,18.4002809484815,"BN959",2,"1_2"
"29","35",0.685460563880871,0.0293874079962263,-23.3249752400379,29.3721234387685,"regret = 29.4","BN959_ses-v2_run_3_4",19.4833333333333,16.8769139948244,"BN959",2,"3_4"
"30","36",0.633689867807718,0.0703538790460611,-9.00717737813487,45.2781671623239,"regret = 45.3","BR372_ses-v1_run_1_2",13.1333333333333,19.0026462623433,"BR372",1,"1_2"
"31","37",0.0247624950331968,0.119932658434542,-0.206469992047345,37.803278573804,"regret = 37.8","BR372_ses-v1_run_3_4",13.5,20.3115563666081,"BR372",1,"3_4"
"32","38",0.194249131575147,0.0664359967366697,-2.92385365038003,44.4712958799245,"regret = 44.5","BR372_ses-v2_run_1_2",14.2333333333333,20.0899390172672,"BR372",2,"1_2"
"33","39",-0.469864690962895,0.0370943301848448,12.6667522670314,44.0285013711717,"regret = 44.0","BR372_ses-v2_run_3_4",14.9661016949153,20.7264333156836,"BR372",2,"3_4"
"34","4",0.0616993127739327,0.0527508154927039,-1.16963713636743,44.290264552937,"regret = 44.3","AE202_ses-v1_run_1_2",13.45,18.1149109851525,"AE202",1,"1_2"
"35","40",-7.74949261757798,0.0194386183337745,398.664785969549,20.0426601473909,"regret = 20.0","BR982_ses-v1_run_1_2",19.2666666666667,23.212990713243,"BR982",1,"1_2"
"36","41",-7.77171587670118,0.0527974975959585,147.198564905017,27.296234974804,"regret = 27.3","BR982_ses-v1_run_3_4",13.95,21.362429399076,"BR982",1,"3_4"
"37","42",-8.21812590346829,0.051884600202852,158.392391409745,27.3711761193323,"regret = 27.4","BR982_ses-v2_run_1_2",15.1,23.0244527346214,"BR982",2,"1_2"
"38","43",-8.79383902223501,0.095540267250689,92.0432742684377,29.1359791037753,"regret = 29.1","BR982_ses-v2_run_3_4",12.7,21.9454639921444,"BR982",2,"3_4"
"39","44",-4.45773109763342,0.0493073941080024,90.4069496730907,27.7178926501094,"regret = 27.7","BV156_ses-v1_run_3_4",16.9833333333333,25.3253351186131,"BV156",1,"3_4"
"40","45",-4.77509486049145,0.0154026029516837,310.018694597945,21.3116642006226,"regret = 21.3","BV156_ses-v2_run_1_2",16.7333333333333,23.4714876917352,"BV156",2,"1_2"
"41","46",-37.5909686302098,0.0551923802259825,681.089825738543,25.730701023638,"regret = 25.7","BV156_ses-v2_run_3_4",14.8,24.2779107246184,"BV156",2,"3_4"
"42","47",0.257478026085048,0.0541128430367862,-4.75816851666827,44.9691729556004,"regret = 45.0","BV227_ses-v1_run_1_2",14.4166666666667,19.9144710748764,"BV227",1,"1_2"
"43","48",0.25424892858508,0.058164041715351,-4.371239017903,44.6473404507198,"regret = 44.6","BV227_ses-v1_run_3_4",13.3666666666667,19.0636460014882,"BV227",1,"3_4"
"44","49",0.489987614251199,0.0722441289574091,-6.78238662881612,42.8523150347123,"regret = 42.9","BV227_ses-v2_run_1_2",13.0333333333333,19.2274227422901,"BV227",2,"1_2"
"45","5",-0.900079127310786,0.0660766543915845,13.6217418330039,40.046715931328,"regret = 40.0","AE202_ses-v1_run_3_4",12.95,19.6498371925804,"AE202",1,"3_4"
"46","50",-0.567662975344537,0.0895806534262127,6.3368925502661,39.2400205940993,"regret = 39.2","BV227_ses-v2_run_3_4",12.3833333333333,19.6219279505653,"BV227",2,"3_4"
"47","51",-0.0109307996500705,0.0335997595395131,0.325323746356457,44.9827383413755,"regret = 45.0","BV250_ses-v1_run_1_2",17.6833333333333,19.6119054698464,"BV250",1,"1_2"
"48","52",0.633804513470688,0.0583445823102164,-10.8631253901308,46.0326557628372,"regret = 46.0","BV250_ses-v1_run_3_4",13.8166666666667,18.8072215364446,"BV250",1,"3_4"
"49","53",1.49499663642153,0.109817597658708,-13.6134523819005,42.2683937507017,"regret = 42.3","BV250_ses-v2_run_1_2",12.7166666666667,19.0521956265437,"BV250",2,"1_2"
"50","54",-0.294564760462873,0.0638200240381862,4.61555389397257,41.6874107767294,"regret = 41.7","BV250_ses-v2_run_3_4",12.5166666666667,19.0142601853314,"BV250",2,"3_4"
"51","55",-1.77924104001581,0.00359199577239698,495.334948244803,22.2839345205149,"regret = 22.3","BV520_ses-v1_run_1_2",21.85,17.2762450801034,"BV520",1,"1_2"
"52","56",-2.78824557367737,0.00997503615768958,279.522352560894,20.6859660563203,"regret = 20.7","BV520_ses-v1_run_3_4",19.4,18.7392455033253,"BV520",1,"3_4"
"53","57",-0.640508400064254,0.051138211336615,12.5250450362477,43.7653315979559,"regret = 43.8","BV520_ses-v2_run_1_2",15.7666666666667,20.2102228425278,"BV520",2,"1_2"
"54","58",-0.958472314143818,0.0424343461348334,22.5871823521991,42.6560452888934,"regret = 42.7","BV520_ses-v2_run_3_4",15.4,20.6711130627801,"BV520",2,"3_4"
"55","59",1.38702917683608,0.0838917901620585,-16.5335508296661,44.7891053136777,"regret = 44.8","BV679_ses-v1_run_1_2",14.0833333333333,18.6731854033356,"BV679",1,"1_2"
"56","6",-0.937351409452676,0.0666504461586872,14.0636929454448,39.0091731385737,"regret = 39.0","AE202_ses-v2_run_1_2",14.0166666666667,22.1110384785263,"AE202",2,"1_2"
"57","60",1.00749743483932,0.0386598433258149,-26.0605669388879,42.7930320822814,"regret = 42.8","BV679_ses-v1_run_3_4",15.2833333333333,19.288260824909,"BV679",1,"3_4"
"58","61",0.26642671345923,0.0649304463044848,-4.10326323971113,44.6988583533976,"regret = 44.7","BV679_ses-v2_run_1_2",12.5,17.1360458623514,"BV679",2,"1_2"
"59","62",-0.203912445204278,0.0779222086559878,2.61687198965976,41.7201517986289,"regret = 41.7","BV679_ses-v2_run_3_4",11.9,18.6444884390144,"BV679",2,"3_4"
"60","63",-1.00764996251877,0.0341629162417456,29.4954316952446,41.6414089054087,"regret = 41.6","BV935_ses-v1_run_1_2",17.8,20.8170399563044,"BV935",1,"1_2"
"61","64",-2.04855236385858,0.0475818829159375,43.0532008890387,36.1810128710882,"regret = 36.2","BV935_ses-v1_run_3_4",17.3,23.6344333690902,"BV935",1,"3_4"
"62","65",-0.83708371081084,0.0484826133504453,17.2656474757286,41.626803849386,"regret = 41.6","BV935_ses-v2_run_1_2",15.9666666666667,20.2098873827292,"BV935",2,"1_2"
"63","66",-1.23248203627755,0.0726119103777625,16.9735519953349,37.7988063498829,"regret = 37.8","BV935_ses-v2_run_3_4",13.2,20.9808629510202,"BV935",2,"3_4"
"64","67",0.659352763665271,0.0477984807301621,-13.7944293122522,42.8296339207114,"regret = 42.8","BW137_ses-v1_run_1_2",15.7666666666667,20.4362312578078,"BW137",1,"1_2"
"65","68",-0.849820815563184,0.0701884738834743,12.1076975825695,38.9316002392149,"regret = 38.9","BW137_ses-v1_run_3_4",14.3050847457627,22.0753054708338,"BW137",1,"3_4"
"66","69",-1.34276599887734,0.143632963488709,9.34859217733049,32.2966593574777,"regret = 32.3","BW137_ses-v2_run_1_2",11.3666666666667,19.5638603748944,"BW137",2,"1_2"
"67","7",-0.194612191406378,0.109367717481896,1.77942994411118,37.384621583235,"regret = 37.4","AE202_ses-v2_run_3_4",12.6333333333333,20.5862935038338,"AE202",2,"3_4"
"68","70",-0.030507963765499,0.143716652424455,0.212278558196556,37.451944107928,"regret = 37.5","BW137_ses-v2_run_3_4",12.7,20.9521650513493,"BW137",2,"3_4"
"69","71",0.193004605058746,0.115970009031781,-1.6642630855177,41.3239993505288,"regret = 41.3","BW169_ses-v1_run_1_2",13.0333333333333,21.7263151123604,"BW169",1,"1_2"
"70","72",-1.08914556254937,0.0742686417631708,14.6649452136537,36.7947294152219,"regret = 36.8","BW169_ses-v1_run_3_4",12.9166666666667,21.0038670101134,"BW169",1,"3_4"
"71","73",-1.03711363317819,0.115006090152458,9.01790185027015,34.9688010291589,"regret = 35.0","BW169_ses-v2_run_1_2",12.3166666666667,20.2480312218641,"BW169",2,"1_2"
"72","74",-1.32127545508783,0.111579817631275,11.8415272863601,36.2428809418235,"regret = 36.2","BW169_ses-v2_run_3_4",11.7166666666667,20.1738979424426,"BW169",2,"3_4"
"73","75",-0.217420229700829,0.0455884872525858,4.76919158330916,41.8428020670723,"regret = 41.8","BW460_ses-v1_run_1_2",15.3166666666667,18.9177449355447,"BW460",1,"1_2"
"74","76",-0.778858707614084,0.048813390959761,15.9558410571421,41.8908906524987,"regret = 41.9","BW460_ses-v1_run_3_4",14.15,19.1256549682907,"BW460",1,"3_4"
"75","77",-0.174609970950078,0.0660691264554165,2.64283759023067,43.7427010214062,"regret = 43.7","BW460_ses-v2_run_1_2",14.35,21.5994546384386,"BW460",2,"1_2"
"76","8",0.260310479638788,0.0770278180545731,-3.37943467974598,44.4770371985786,"regret = 44.5","AS988_ses-v1_run_1_2",13.2,18.8947127390581,"AS988",1,"1_2"
"77","9",-0.488930086584893,0.163139262196592,2.99701052954195,32.4800634070244,"regret = 32.5","AS988_ses-v1_run_3_4",11.0833333333333,19.3516010520276,"AS988",1,"3_4"
